Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
448,3.15,6.23,7.44,7.15,5.39,2.95,2.13,0.75,2.7,1.28,6.85,5.63,3.66,1.33,3.36
449,4.53,4.06,2.77,6.2,4.6,3.47,3.25,3.22,5.36,1.03,6.93,5.63,1.9,6.34,0.71
450,7.65,4.87,6.25,0.14,3.35,0.42,0.34,8.76,2.61,8.4,3.85,4.31,5.72,3.1,0.23
451,1.57,4.49,3.37,6.1,2.35,3.95,2.01,4.42,1.19,7.93,6.89,5.95,3.15,4.32,2.31
452,2.93,2.97,6.32,6.34,5.87,1.19,6.71,5.6,5.62,2.38,1.92,1.42,6.22,3.8,0.71
453,6.7,3.1,6.44,3.53,3.88,3.89,1.42,3.38,6.97,6.66,4.46,3.53,2.44,0.75,2.85
454,0.62,3.51,2.65,1.04,4.44,1.34,0.75,1.59,2.45,8.99,8.61,3.73,6.71,8.99,4.58
455,5.67,5.71,6.95,5.83,5.94,1.11,5.43,1.15,4.99,1.18,2.43,6.18,3.94,1.84,1.65
456,1.33,3.81,1.78,6.26,7.4,7.55,3.86,5.05,4.22,4.04,0.44,7.06,4.39,1.9,0.91
457,7.94,1.05,2.33,4.06,4.12,4.13,7.88,2.38,4.78,1.18,2.88,1.04,8.77,1.2,6.26
458,7.3,0.82,6.74,1.35,2.76,0.7,8.19,4.27,5.82,4.04,3.48,0.45,6.77,0.41,6.9
459,3.48,0.26,5.09,6.34,1.73,2.55,0.14,2.94,7.66,7.38,5.36,3.7,6.39,5.51,1.47
460,0.28,3.21,0.99,0.5,2.5,7.94,9.59,6.05,0.29,7.21,1.24,10.07,6.42,0.44,3.27
461,7.96,0.27,0.97,4.61,4.11,3.14,1.28,8.64,7.88,3.7,2.63,0.21,4.81,6.27,3.52
462,1.18,0.45,5.7,6.12,5.51,3.71,0.65,4.0,4.77,2.37,3.22,6.22,5.97,1.42,8.71
463,2.05,8.18,2.17,7.68,3.23,7.09,6.08,1.46,2.17,2.39,5.22,0.43,5.63,4.91,1.31
464,5.86,0.98,7.76,1.97,0.6,4.07,1.2,2.52,0.72,2.97,2.93,4.44,14.24,6.19,3.55
465,2.46,3.4,3.21,3.86,5.84,1.55,4.66,5.11,1.98,3.87,0.21,1.51,10.9,7.73,3.71
466,0.69,6.29,0.39,6.18,5.37,2.64,3.83,2.63,0.87,7.12,2.9,8.57,4.57,3.19,4.76
467,1.8,2.07,1.14,7.71,2.99,8.29,5.09,4.65,4.88,2.91,3.37,4.7,4.36,3.41,2.63
468,4.66,5.64,3.37,3.52,0.91,4.35,1.82,4.62,8.41,6.04,6.38,2.46,4.93,2.11,0.78
469,7.01,1.12,2.47,4.55,4.62,5.06,5.64,2.98,4.82,6.75,0.31,4.25,3.32,6.04,1.06
470,2.88,2.82,3.68,4.77,7.23,6.47,1.9,1.55,8.2,4.43,5.55,4.83,1.33,1.08,3.28
471,1.81,1.0,8.41,0.34,2.03,4.75,0.58,1.07,5.95,0.82,1.32,10.48,3.43,4.61,13.4
472,6.91,7.37,3.22,2.24,3.64,1.78,1.13,3.1,6.43,6.43,1.41,6.23,2.62,6.05,1.44
473,2.59,6.62,6.45,4.86,5.18,3.77,0.36,0.71,0.11,2.95,5.18,9.09,1.22,8.86,2.05
474,0.08,3.46,6.25,3.62,6.84,6.05,4.83,5.02,3.08,3.23,0.97,4.42,5.99,2.84,3.32
475,3.61,6.45,3.05,2.64,0.08,0.41,1.71,2.16,3.31,11.02,7.11,2.13,6.68,0.44,9.2
476,1.83,5.05,3.14,2.05,1.35,0.26,6.01,8.39,1.77,1.31,1.77,2.94,0.68,14.63,8.82
477,7.73,1.63,7.33,1.73,3.77,5.86,5.02,1.77,6.65,3.55,2.13,2.05,0.2,5.34,5.24
478,5.26,1.23,0.75,3.62,2.03,1.82,6.32,0.9,2.77,4.65,8.41,2.35,12.08,1.17,6.64
479,4.32,5.84,4.77,5.39,6.76,1.14,3.16,5.11,5.75,1.34,0.16,7.95,3.8,4.28,0.23
480,7.81,2.6,0.2,1.37,3.43,7.04,6.47,1.89,2.25,3.81,1.81,1.48,12.06,4.31,3.47
481,2.0,1.03,5.71,5.8,0.95,0.94,9.11,1.48,2.34,0.32,6.48,3.56,2.34,5.33,12.61
482,4.67,4.3,5.9,4.32,6.86,2.08,5.17,6.12,3.5,5.12,2.72,3.69,3.07,1.76,0.72
483,0.76,6.4,5.22,2.63,6.74,0.7,2.38,1.21,0.32,6.96,4.66,6.65,2.65,12.69,0.03
484,2.77,5.84,5.48,6.85,3.85,6.72,3.89,1.99,0.47,6.94,3.63,0.82,1.19,1.89,7.67
485,4.36,0.27,6.31,0.59,8.03,4.24,6.41,6.15,4.71,3.04,4.2,4.81,1.12,2.82,2.94
486,5.05,4.28,6.8,2.64,3.72,6.0,6.94,0.19,6.46,0.81,3.59,2.28,6.11,0.43,4.7
487,5.29,4.54,2.55,0.75,8.2,4.69,1.39,2.03,1.95,7.5,3.23,6.72,5.29,3.23,2.64
488,5.0,0.68,1.59,6.09,5.03,0.26,7.17,3.64,1.92,9.23,3.09,0.41,3.27,12.2,0.42
489,5.15,3.58,4.57,6.5,2.61,5.93,5.41,4.25,0.49,6.94,1.36,1.74,2.72,8.02,0.73
490,2.49,2.21,5.74,0.78,5.89,4.86,3.54,6.59,7.62,0.97,4.21,4.58,1.88,7.67,0.97
491,3.6,0.1,1.28,4.92,3.1,7.09,5.09,6.38,4.76,5.71,6.3,4.94,1.61,1.72,3.4
492,6.36,7.09,2.16,2.34,5.54,0.97,2.42,2.47,1.8,7.36,1.34,6.41,0.42,7.03,6.29
493,2.52,3.8,5.93,6.67,5.74,4.64,1.81,1.44,3.21,6.97,0.76,6.94,3.45,1.1,5.02
494,4.1,5.41,7.37,1.17,3.89,4.2,2.89,6.28,1.9,3.82,5.99,4.67,0.96,7.21,0.14
495,5.84,7.32,3.89,2.02,3.58,4.62,4.96,2.71,1.02,0.33,5.88,3.4,0.21,4.52,9.7
496,3.72,2.28,0.14,7.38,6.25,6.86,1.66,3.3,4.82,1.75,2.88,6.7,8.0,1.8,2.46
497,2.2,2.93,4.36,2.17,7.31,3.57,4.97,1.95,3.46,8.44,4.32,4.73,2.57,1.57,5.45
498,6.61,5.62,7.2,1.06,1.39,7.26,6.76,0.76,0.06,2.33,0.06,6.75,2.78,5.93,5.43
499,6.56,2.11,6.69,7.16,1.1,5.53,6.69,4.23,5.5,0.15,2.92,0.59,2.78,2.88,5.11
500,5.18,5.98,2.04,2.17,7.91,0.76,7.77,2.39,1.44,1.44,2.86,5.12,3.71,9.84,1.39
Total,2020.4,1959.77,1999.03,2029.1,1977.91,1987.16,1948.73,1968.46,1898.74,2035.96,2118.0,1994.87,1911.85,2156.66,1993.36
