Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
820,9.36,2.13,1.59,3.85,11.59,2.03,2.21,7.24
821,0.57,1.01,10.23,3.27,11.38,7.96,0.77,4.81
822,3.5,3.55,7.14,8.64,5.53,2.34,5.12,4.18
823,4.11,10.58,7.07,5.32,3.36,2.05,0.76,6.75
824,1.52,4.65,7.88,3.6,8.69,4.65,5.07,3.94
825,11.02,5.75,4.89,5.74,6.11,0.41,3.75,2.33
826,8.03,4.45,3.48,6.02,6.29,1.54,2.47,7.72
827,3.72,0.57,2.07,6.42,9.69,3.49,8.9,5.14
828,3.03,0.19,9.91,10.11,0.76,3.93,8.65,3.42
829,3.63,1.99,2.85,5.75,9.54,8.67,0.75,6.82
830,7.36,8.38,6.44,1.19,8.69,5.24,1.66,1.04
831,7.95,3.02,7.62,5.75,2.19,5.15,3.33,4.99
832,5.36,2.29,1.89,8.43,5.04,7.88,1.35,7.76
833,8.4,0.58,10.35,4.58,4.84,0.43,0.45,10.37
834,2.14,6.36,1.11,8.64,1.06,11.05,6.54,3.1
835,9.94,7.63,5.55,0.88,7.75,1.64,0.91,5.7
836,4.95,6.76,6.37,10.28,2.86,1.74,1.61,5.43
837,2.17,2.63,8.25,4.57,9.79,6.38,5.63,0.58
838,8.26,7.34,8.51,1.82,1.99,2.61,2.37,7.1
839,7.39,0.99,1.46,0.36,9.56,6.12,11.53,2.59
840,4.48,5.14,1.5,1.6,14.25,5.14,2.26,5.63
841,3.78,1.28,10.82,5.4,3.62,1.41,1.96,11.73
842,4.43,8.56,6.23,2.39,5.09,5.35,1.48,6.47
843,5.6,0.79,9.36,2.85,11.72,4.28,1.07,4.33
844,9.3,2.28,7.51,4.45,6.97,2.1,6.69,0.7
845,2.93,5.4,5.1,10.43,5.51,6.08,2.38,2.17
846,2.19,2.79,7.04,9.28,1.32,9.22,5.05,3.11
847,7.5,4.02,6.08,2.55,4.64,8.74,2.83,3.64
848,1.21,2.61,2.42,2.2,12.45,6.1,12.18,0.83
849,11.39,4.46,3.81,4.99,2.59,1.74,6.15,4.87
850,9.21,1.0,4.57,6.5,6.77,3.26,1.67,7.02
851,0.92,0.7,10.8,6.83,7.04,1.99,4.9,6.82
852,4.58,2.66,6.12,4.08,0.68,2.67,3.15,16.06
853,3.39,5.3,5.37,1.0,4.07,2.98,13.1,4.79
854,1.31,8.11,1.98,3.19,10.48,1.2,7.09,6.64
855,9.99,1.24,10.75,2.37,3.99,3.25,3.77,4.64
856,2.37,2.76,2.7,3.88,5.08,3.38,3.77,16.06
857,7.44,4.47,8.96,1.21,2.05,1.3,6.62,7.95
858,7.37,4.23,4.73,6.35,1.82,3.13,2.34,10.03
859,2.03,3.74,2.57,8.45,9.9,9.71,3.17,0.43
860,6.67,7.97,6.93,8.79,0.79,3.97,4.61,0.27
861,6.61,6.06,3.49,1.9,3.24,11.62,0.13,6.95
862,9.56,2.51,7.83,3.66,3.45,2.87,0.87,9.25
863,5.42,10.55,6.25,2.91,6.22,0.98,4.51,3.16
864,11.98,6.48,4.23,4.87,2.65,4.72,3.55,1.52
865,7.96,3.36,1.04,3.75,9.36,8.29,2.66,3.58
866,10.46,3.22,7.04,5.67,2.2,1.56,7.62,2.23
867,5.68,8.97,4.18,3.3,4.43,8.78,2.22,2.44
868,6.36,2.35,3.5,4.91,7.8,7.29,1.88,5.91
869,4.68,2.91,6.92,8.01,7.54,3.66,0.97,5.31
870,5.27,1.39,5.28,2.65,1.49,9.79,13.31,0.82
871,6.06,2.43,7.59,5.31,3.11,6.66,3.1,5.74
872,3.77,6.45,5.81,7.24,2.82,4.64,1.46,7.81
873,8.7,3.22,8.72,0.65,4.83,3.04,3.68,7.16
874,11.81,4.68,3.43,1.56,0.49,10.39,5.2,2.44
875,3.67,1.89,1.17,7.34,3.68,15.18,1.0,6.07
876,9.14,1.1,4.29,5.67,0.66,3.26,8.75,7.13
877,3.77,6.93,6.91,8.68,2.09,0.42,8.48,2.72
878,4.04,5.33,9.59,9.65,1.64,2.11,1.05,6.59
879,8.14,4.29,6.83,6.31,4.79,4.86,3.76,1.02
880,5.64,5.25,6.0,1.28,10.82,3.43,2.36,5.22
881,2.52,13.37,5.4,7.56,3.63,2.12,5.1,0.3
882,0.65,10.63,1.42,5.1,9.4,1.56,1.5,9.74
883,10.29,2.17,6.14,4.15,1.36,7.95,5.54,2.4
884,5.1,4.17,10.26,6.3,1.03,2.73,2.02,8.39
885,3.39,5.23,5.67,6.38,0.73,10.78,0.99,6.83
886,6.36,2.85,4.77,9.03,0.69,3.6,12.4,0.3
887,3.79,3.32,4.36,6.74,2.91,4.07,4.82,9.99
888,6.82,4.31,2.74,6.18,5.72,1.13,9.63,3.47
889,9.14,5.94,2.02,2.8,0.49,8.81,9.93,0.87
890,6.8,2.79,7.78,0.39,2.11,2.08,6.27,11.78
891,4.26,6.99,0.74,5.17,8.18,8.93,2.02,3.71
892,1.12,0.55,8.58,11.65,0.56,7.82,7.34,2.38
893,7.67,7.22,6.44,7.73,4.24,1.54,1.66,3.5
894,4.7,5.59,2.57,6.6,8.93,6.07,0.73,4.81
895,5.21,2.12,5.6,2.35,8.06,4.55,2.94,9.17
896,2.91,1.43,7.97,2.23,7.24,1.12,7.6,9.5
897,8.03,2.45,7.82,6.48,4.3,4.69,3.01,3.22
898,5.67,8.81,8.25,4.18,3.2,5.72,0.19,3.98
899,4.81,5.07,1.87,9.82,4.3,7.45,5.77,0.91
900,4.02,5.14,7.35,2.08,6.5,11.66,1.07,2.18
901,3.31,1.25,1.05,12.01,8.38,3.07,8.3,2.63
902,5.88,8.91,7.95,5.78,3.49,1.34,4.29,2.36
903,11.78,3.1,2.43,3.83,4.91,2.52,3.6,7.83
904,7.04,4.95,1.56,6.26,7.69,0.64,8.41,3.45
905,1.42,8.1,7.52,6.95,6.44,5.28,4.1,0.19
906,8.21,1.9,7.89,7.99,3.01,6.35,1.28,3.37
907,0.59,6.43,6.33,9.1,0.45,8.01,4.21,4.88
908,7.25,1.4,1.61,1.48,3.84,10.41,1.17,12.84
909,6.99,5.03,7.62,6.33,7.46,4.92,1.39,0.26
910,7.66,4.76,6.7,3.42,2.94,7.5,0.48,6.54
911,10.55,3.95,1.65,6.92,3.13,9.12,0.84,3.84
912,5.46,0.05,9.37,3.26,2.54,0.89,6.12,12.31
913,4.95,1.74,8.35,5.87,5.35,6.66,3.81,3.27
914,7.96,1.01,8.33,7.47,0.48,7.26,1.08,6.41
915,1.24,0.86,8.01,3.41,4.08,14.99,0.39,7.02
916,6.94,8.54,2.12,6.54,4.45,0.25,10.87,0.29
917,3.17,7.81,0.73,1.73,6.88,3.04,15.65,0.99
918,6.28,0.75,9.54,2.17,1.55,2.36,5.86,11.49
919,11.92,3.58,1.94,8.39,5.19,0.36,4.22,4.4
920,5.34,5.65,5.66,7.39,4.29,5.43,1.23,5.01
921,10.23,5.57,1.45,6.39,6.2,6.57,2.27,1.32
922,5.97,6.26,0.92,3.0,6.87,11.81,1.33,3.84
923,8.98,3.7,4.68,2.22,2.05,1.17,9.87,7.33
924,2.74,3.52,5.49,10.92,4.9,3.04,7.12,2.27
925,9.23,4.63,5.2,8.59,6.24,0.99,1.37,3.75
926,9.19,3.26,8.17,7.34,1.95,5.0,1.71,3.38
927,5.82,0.99,9.77,3.1,6.12,3.2,2.99,8.01
928,1.49,10.01,7.91,5.41,3.33,6.65,4.68,0.52
929,3.14,5.86,4.92,8.22,2.51,4.45,0.78,10.12
930,1.51,7.28,2.07,15.12,2.33,1.15,6.46,4.08
931,1.3,1.69,11.88,2.67,6.62,2.16,6.71,6.97
932,0.52,8.55,5.86,9.17,3.3,6.95,1.24,4.41
933,5.31,5.7,2.9,5.32,6.07,6.96,0.15,7.59
934,5.84,2.14,4.13,8.35,5.65,1.48,2.89,9.52
935,6.56,3.19,9.25,6.08,1.66,4.3,7.36,1.6
936,5.23,5.72,1.57,1.28,1.88,12.65,0.56,11.11
937,5.83,3.29,5.01,3.54,8.29,1.04,2.62,10.38
938,4.42,1.25,1.11,1.69,13.35,2.44,7.11,8.63
939,7.24,4.02,6.45,2.28,7.65,5.76,2.89,3.71
940,6.28,2.07,6.97,7.28,5.64,1.83,2.82,7.11
941,7.77,3.05,7.49,4.37,3.83,7.24,5.06,1.19
942,1.58,10.12,5.0,4.2,1.94,0.72,16.44,0.0
943,8.95,0.52,9.46,2.23,3.23,0.44,6.3,8.87
944,7.23,9.42,7.55,4.61,3.71,2.0,1.26,4.22
945,4.18,4.38,4.36,9.58,2.0,4.64,5.81,5.05
946,9.18,4.53,7.53,2.19,2.56,0.86,2.97,10.18
947,1.02,6.11,4.0,9.09,2.61,0.77,10.72,5.68
948,7.23,2.75,5.13,2.97,3.08,6.53,11.63,0.68
949,4.87,3.63,7.69,6.92,0.89,0.73,14.61,0.66
950,7.37,4.13,8.63,4.55,4.18,6.43,0.71,4.0
951,6.25,1.91,7.63,10.26,2.61,2.17,1.8,7.37
952,10.78,2.64,5.08,1.85,4.73,1.68,9.72,3.52
953,7.24,6.67,7.01,5.67,8.2,1.11,1.79,2.31
954,2.85,9.63,8.36,6.8,2.76,2.97,0.99,5.64
955,6.45,3.05,12.45,6.91,2.78,5.9,1.89,0.57
956,10.86,5.51,4.72,5.05,2.54,7.08,3.78,0.46
957,7.72,1.0,0.22,6.45,6.16,1.16,12.68,4.61
958,3.12,12.07,6.6,2.93,3.18,3.22,0.59,8.29
959,1.59,2.22,6.29,8.88,2.91,8.39,0.5,9.22
960,1.31,5.61,2.57,5.11,0.53,8.78,7.75,8.34
961,0.66,2.56,9.44,10.3,2.18,7.22,0.97,6.67
962,8.96,2.46,8.58,0.92,9.13,0.73,2.79,6.43
963,9.77,1.01,9.54,6.5,2.66,3.06,5.87,1.59
964,5.03,2.81,2.65,3.26,8.78,4.61,6.88,5.98
965,7.66,5.29,7.93,1.43,5.19,7.61,2.17,2.72
966,5.83,2.83,6.29,5.87,0.73,0.88,5.93,11.64
967,7.83,4.87,2.74,7.75,5.44,5.83,2.85,2.69
968,3.37,6.49,6.99,6.19,5.17,6.02,2.56,3.21
969,4.96,5.2,2.34,5.68,1.69,3.07,16.96,0.1
970,8.41,5.6,2.76,7.39,9.2,0.73,4.18,1.73
971,3.48,0.68,3.75,1.2,10.28,4.57,2.97,13.07
972,6.05,0.72,9.67,6.46,7.23,3.67,3.56,2.64
973,7.41,8.13,8.19,2.81,6.92,0.67,1.94,3.93
974,6.26,5.89,7.96,2.32,1.9,2.65,6.67,6.35
975,6.05,4.04,8.44,2.56,6.4,6.47,5.28,0.76
976,6.77,4.27,8.46,4.06,5.71,7.69,1.09,1.95
977,8.85,2.8,3.65,9.59,2.46,1.95,6.63,4.07
978,5.49,8.3,7.85,3.62,2.63,4.5,4.25,3.36
979,4.74,2.45,2.71,4.58,8.49,4.81,3.34,8.88
980,0.99,1.4,7.17,10.76,2.51,12.35,0.72,4.1
981,3.37,7.48,4.43,8.08,1.44,7.05,0.94,7.21
982,6.86,7.08,3.71,4.42,4.69,0.64,8.64,3.96
983,9.03,2.19,2.17,7.96,3.8,8.91,5.05,0.89
984,2.63,0.84,5.02,8.06,9.35,6.73,0.44,6.93
985,5.91,8.28,5.73,5.44,1.02,2.8,1.45,9.37
986,5.26,10.25,4.63,4.96,5.42,3.09,1.37,5.02
987,7.03,0.78,8.11,3.45,2.13,10.53,0.98,6.99
988,5.0,9.64,1.91,2.17,1.0,8.67,1.36,10.25
989,3.98,3.69,2.54,6.11,6.98,3.01,1.03,12.66
990,3.38,4.1,5.27,9.23,9.57,1.96,5.56,0.93
991,5.76,7.31,1.09,7.58,2.42,7.39,1.28,7.17
992,6.31,0.96,8.58,2.42,0.73,2.74,3.12,15.14
993,5.97,8.65,2.15,6.96,5.12,1.84,8.64,0.67
994,9.05,5.14,6.92,1.77,2.9,9.38,3.59,1.25
995,2.52,7.62,6.27,5.23,1.85,3.08,3.45,9.98
996,2.23,8.71,6.66,1.47,5.93,2.61,5.05,7.34
997,6.88,3.33,0.87,3.28,1.67,1.03,3.64,19.3
998,8.62,1.55,4.04,6.33,3.83,3.68,4.34,7.61
999,0.62,5.16,3.01,4.35,8.76,3.04,8.12,6.94
1000,6.57,0.76,6.71,6.53,4.76,8.2,4.9,1.57
